year,insurance_type,region,earned_premium,incurred_loss
2024,Accident Insurance,New York,11833726,8112465
2024,Indemnity Health,Arizona,3834282,2951716
2017,Indemnity Health,Massachusetts,4840312,3654429
2020,Dental & Vision,New Jersey,5055625,4343055
2024,Accident Insurance,Tennessee,3029093,2770323
2018,Accident Insurance,Georgia,4251156,3702977
2021,Accident Insurance,New Jersey,5658552,4604201
2024,Accident Insurance,Michigan,4790699,4946832
2019,Cancer Insurance,New York,10602937,7588851
2022,Critical Illness,Florida,7628705,4142771
2021,Dental & Vision,Tennessee,4131360,2876723
2017,Accident Insurance,North Carolina,5492695,4614038
2016,Accident Insurance,Maryland,4369811,3035730
2023,Accident Insurance,Florida,6350937,5699285
2023,Dental & Vision,Washington,4588693,3660574
2020,Cancer Insurance,Maryland,4714527,4047564
2021,Dental & Vision,Missouri,3386488,2424864
2016,Long-term Care,Pennsylvania,6060604,5783245
2022,Long-term Care,Georgia,4764228,5512243
2021,Cancer Insurance,Ohio,3553966,3484067
2015,Cancer Insurance,Wisconsin,4229326,3919758
2016,Dental & Vision,Illinois,6818711,4594038
2019,Dental & Vision,Maryland,4218465,3586648
2020,Dental & Vision,New York,8717857,8437253
2018,Long-term Care,Tennessee,3195971,3095035
2017,Dental & Vision,Pennsylvania,5769650,5442931
2017,Dental & Vision,New York,12232145,10754048
2016,Accident Insurance,Massachusetts,5165376,4207367
2018,Indemnity Health,Illinois,4701932,3422291
2018,Critical Illness,New Jersey,3941581,3368213
2021,Cancer Insurance,Massachusetts,5044178,3025913
2024,Critical Illness,Indiana,2535499,1677040
2020,Critical Illness,North Carolina,4938972,2601552
2023,Accident Insurance,Florida,8599508,6042854
2016,Dental & Vision,Indiana,3642807,2821767
2023,Critical Illness,Maryland,5024332,4257599
2022,Cancer Insurance,Missouri,3514149,3196841
2019,Accident Insurance,Washington,4773284,4320935
2018,Cancer Insurance,Tennessee,4110536,2860387
2017,Dental & Vision,Ohio,4283457,3578643
2020,Long-term Care,Washington,4349805,5515166
2018,Long-term Care,Maryland,4437350,4808396
2018,Critical Illness,Tennessee,3453830,2833037
2016,Cancer Insurance,Massachusetts,4935063,4579663
2019,Dental & Vision,New Jersey,4194506,3632777
2022,Critical Illness,Missouri,2351564,1700418
2021,Cancer Insurance,California,10139254,7985921
2020,Indemnity Health,Tennessee,3721976,3970035
2020,Dental & Vision,Washington,4333868,3295262
2022,Indemnity Health,Virginia,5181590,5308076
2022,Cancer Insurance,Illinois,5424278,3299302
2023,Cancer Insurance,Pennsylvania,5528494,4577028
2016,Cancer Insurance,Virginia,3894638,3166977
2019,Long-term Care,New York,10730796,12826147
2018,Dental & Vision,Washington,5381777,4371616
2020,Critical Illness,Tennessee,3786737,3254881
2018,Dental & Vision,New Jersey,3947282,3052765
2023,Cancer Insurance,Missouri,2764624,1797144
2018,Long-term Care,Wisconsin,2633463,2632332
2022,Indemnity Health,Wisconsin,4224655,3784033
2020,Long-term Care,Illinois,4872430,4829107
2017,Long-term Care,Massachusetts,3804904,3164049
2024,Cancer Insurance,Georgia,3355925,2889953
2020,Indemnity Health,Maryland,3362152,3204121
2018,Indemnity Health,Florida,8403689,7190722
2020,Dental & Vision,Wisconsin,3032062,2515003
2021,Critical Illness,Wisconsin,3378347,1908304
2017,Cancer Insurance,New Jersey,6247160,5453304
2016,Cancer Insurance,Florida,8857631,7494834
2022,Long-term Care,Arizona,4468628,4612860
2018,Dental & Vision,Virginia,4498415,3183987
2020,Long-term Care,Tennessee,4324760,4135929
2023,Long-term Care,New Jersey,5533550,7177379
2020,Cancer Insurance,Wisconsin,4007299,3361454
2018,Dental & Vision,North Carolina,4058732,3260394
2018,Long-term Care,Michigan,3063354,3551378
2015,Critical Illness,Wisconsin,2727380,1464001
2020,Indemnity Health,New York,9483810,7904850
2022,Accident Insurance,New York,10186975,6170394
2024,Critical Illness,Ohio,4795964,2810640
2017,Critical Illness,Arizona,4595612,3645326
2019,Dental & Vision,Wisconsin,2980243,2174731
2017,Dental & Vision,Texas,9469668,7896159
2018,Critical Illness,Maryland,4081247,3528731
2024,Indemnity Health,Indiana,2254265,2347038
2020,Dental & Vision,California,9353087,8351744
2018,Indemnity Health,Maryland,3205331,2940920
2016,Cancer Insurance,Pennsylvania,4489384,2572556
2015,Indemnity Health,New Jersey,5543883,4324179
2019,Indemnity Health,Maryland,4445271,4295624
2018,Dental & Vision,Indiana,2243245,1508948
2018,Indemnity Health,Tennessee,3879803,3431342
2017,Indemnity Health,Virginia,4080072,4277167
2018,Cancer Insurance,Indiana,3334596,2641029
2019,Accident Insurance,Florida,6373131,4465031
2021,Critical Illness,New Jersey,4180681,3565597
2022,Critical Illness,Tennessee,2877610,2240191
2020,Long-term Care,Wisconsin,2688242,2746483
2024,Critical Illness,Michigan,4730930,2936522
2015,Cancer Insurance,Illinois,4869643,3206787
2019,Long-term Care,Ohio,4011852,4087913
2021,Long-term Care,Missouri,3060888,3096700
2022,Indemnity Health,California,9001993,8106921
2019,Long-term Care,Florida,7393935,8640012
2019,Indemnity Health,Arizona,3089877,2776980
2019,Cancer Insurance,Missouri,3601158,3291356
2019,Accident Insurance,Massachusetts,4759139,3563244
2024,Accident Insurance,Maryland,3476414,2820487
2022,Long-term Care,Washington,5137635,5057749
2019,Dental & Vision,Texas,8077198,6862617
2022,Long-term Care,Texas,10704320,12406409
2016,Indemnity Health,California,12491525,12506128
2016,Dental & Vision,Ohio,5693094,4886868
2017,Dental & Vision,New Jersey,4520758,4191977
2021,Indemnity Health,Virginia,5415901,5623831
2017,Indemnity Health,North Carolina,4992355,4305942
2018,Accident Insurance,North Carolina,5264197,3804472
2015,Accident Insurance,Wisconsin,2763746,1862467
2017,Accident Insurance,Pennsylvania,6012812,4689507
2023,Cancer Insurance,Arizona,4168280,2335413
2020,Indemnity Health,Massachusetts,6048556,5649617
2020,Accident Insurance,Missouri,2826343,1872363
2022,Accident Insurance,Ohio,3772536,3264926
2018,Cancer Insurance,Michigan,4060716,3308333
2022,Dental & Vision,Maryland,3159155,2297373
2020,Accident Insurance,Massachusetts,4914365,4828451
2018,Long-term Care,Tennessee,3063252,2837767
2018,Long-term Care,Florida,8979035,10215501
2023,Accident Insurance,Wisconsin,2857744,2892552
2018,Indemnity Health,Indiana,3181531,2266138
2018,Indemnity Health,Georgia,4388440,4194800
2022,Critical Illness,New Jersey,4058913,2891220
2023,Accident Insurance,Maryland,3674295,3142058
2016,Long-term Care,Illinois,5144548,4266017
2024,Indemnity Health,Tennessee,3056766,2510401
2017,Cancer Insurance,Pennsylvania,5270647,3579672
2020,Indemnity Health,Washington,4202805,4349817
2020,Accident Insurance,California,10917482,6923112
2015,Accident Insurance,Missouri,3331918,2139418
2023,Accident Insurance,Massachusetts,4410620,2943572
2015,Long-term Care,Arizona,3114775,3217149
2017,Dental & Vision,Virginia,5127310,4509577
2018,Dental & Vision,Florida,6592009,5224854
2016,Indemnity Health,Maryland,4738524,3949971
2022,Indemnity Health,Wisconsin,2522901,2023736
2024,Indemnity Health,Pennsylvania,5124618,5057182
2016,Critical Illness,Wisconsin,4094570,2602823
2024,Long-term Care,Maryland,4790566,5566856
2022,Critical Illness,Indiana,3066243,2095635
2023,Critical Illness,Tennessee,4003016,3144071
2017,Cancer Insurance,New York,10065461,6644456
2016,Critical Illness,Ohio,4457507,2909066
2016,Indemnity Health,Virginia,4576215,3997697
2021,Accident Insurance,Michigan,4846614,4759710
2019,Cancer Insurance,New Jersey,4875564,4350516
2023,Dental & Vision,Illinois,4821514,4665275
2024,Cancer Insurance,Georgia,3400010,2678883
2023,Long-term Care,Georgia,4217274,4880221
2016,Critical Illness,Texas,11592229,7549665
2022,Indemnity Health,California,12102057,12194233
2024,Critical Illness,Texas,10787293,6009909
2016,Indemnity Health,Texas,11405184,9490210
2019,Cancer Insurance,California,10708019,7091854
2022,Indemnity Health,Pennsylvania,6097089,4884997
2024,Accident Insurance,Georgia,4940054,4741090
2017,Long-term Care,Michigan,3513559,3636947
2019,Long-term Care,North Carolina,3704576,4478630
2023,Long-term Care,Georgia,5006032,4792223
2015,Indemnity Health,Illinois,6049908,4876192
2015,Critical Illness,Maryland,4791282,3669455
2020,Critical Illness,Missouri,3610439,2374827
2023,Accident Insurance,Massachusetts,5635164,4483765
2019,Accident Insurance,Washington,4040637,2852282
2019,Indemnity Health,Massachusetts,4772451,3766951
2016,Critical Illness,Pennsylvania,4863570,3396019
2022,Critical Illness,Texas,10698800,9099139
2023,Long-term Care,Virginia,5434617,7466486
2018,Long-term Care,Georgia,4940184,4749295
2015,Accident Insurance,Massachusetts,4332383,4131648
2022,Accident Insurance,New Jersey,4239791,3004863
2016,Critical Illness,California,11357893,8970060
2018,Cancer Insurance,North Carolina,3321816,2202765
2016,Accident Insurance,Washington,4223874,3099862
2019,Cancer Insurance,Virginia,4109090,2815525
2017,Indemnity Health,Virginia,4759039,4697728
2019,Dental & Vision,Illinois,5259693,4360117
2017,Accident Insurance,Maryland,4981718,4090034
2018,Accident Insurance,New York,12264404,10207389
2017,Long-term Care,Pennsylvania,6313597,6901653
2020,Cancer Insurance,Arizona,4597999,3427365
2016,Cancer Insurance,Ohio,3861515,2868607
2016,Cancer Insurance,Indiana,2331793,1691083
2018,Critical Illness,North Carolina,5093095,3516485
2016,Long-term Care,Washington,3656901,3311972
2018,Accident Insurance,Georgia,3978871,3824064
2024,Critical Illness,Tennessee,3601577,2108459
2021,Indemnity Health,Michigan,4643832,4012304
2018,Indemnity Health,Michigan,4885789,3892429
2020,Critical Illness,Illinois,5535561,5123683
2018,Critical Illness,Missouri,3124958,1833895
2019,Indemnity Health,Arizona,2933839,2435719
2024,Indemnity Health,Massachusetts,4929901,4861234
2021,Dental & Vision,New York,10790889,10746166
2024,Long-term Care,Wisconsin,3997721,4376167
2018,Cancer Insurance,New York,11645894,8168114
2015,Long-term Care,New Jersey,4098700,3957939
2024,Cancer Insurance,Wisconsin,2723235,2137578
2018,Dental & Vision,California,9163625,7793555
2021,Indemnity Health,Illinois,4849977,4335857
2019,Critical Illness,California,11500161,7097501
2017,Cancer Insurance,Indiana,3198637,2705942
2021,Dental & Vision,Washington,5174231,3842632
2023,Long-term Care,Arizona,3095164,3195399
2024,Critical Illness,California,13206469,10320186
2023,Critical Illness,Michigan,4417477,3052562
2024,Accident Insurance,Maryland,4758920,4334097
2017,Indemnity Health,New Jersey,6219509,5080542
2017,Dental & Vision,Missouri,3148736,2154881
2024,Indemnity Health,New York,8113359,8123234
2020,Cancer Insurance,Maryland,3973893,2804065
2022,Dental & Vision,Missouri,3203363,2343702
2022,Accident Insurance,Indiana,3398315,2887553
2024,Accident Insurance,New Jersey,5041232,4214010
2023,Long-term Care,Missouri,2870404,3332147
2016,Indemnity Health,Florida,8077376,6569362
2016,Critical Illness,Wisconsin,2654263,2140922
2024,Long-term Care,Pennsylvania,6219504,6225720
2024,Long-term Care,New York,12814199,13130071
2018,Indemnity Health,Pennsylvania,5124280,4655120
2018,Accident Insurance,Pennsylvania,5830891,3951909
2023,Long-term Care,Tennessee,4235272,3817170
2017,Critical Illness,Arizona,4980237,3394630
2021,Cancer Insurance,Ohio,3542659,2467125
2020,Cancer Insurance,California,9713670,5735296
2022,Long-term Care,Illinois,5803849,6194971
2020,Accident Insurance,Ohio,5634736,5128709
2018,Accident Insurance,Pennsylvania,6961454,5127085
2021,Dental & Vision,Missouri,2562111,2004151
2015,Long-term Care,Indiana,3144776,3221887
2018,Critical Illness,Tennessee,3626409,2157785
2016,Cancer Insurance,Maryland,5171309,4049208
2016,Accident Insurance,Michigan,3581409,3516025
2017,Long-term Care,Tennessee,4048759,3574063
2018,Indemnity Health,Michigan,3289621,2718419
2022,Long-term Care,Michigan,3854346,3474064
2016,Indemnity Health,Michigan,3760361,2876036
2016,Indemnity Health,Massachusetts,4805256,3784453
2017,Cancer Insurance,North Carolina,4457694,2701763
2020,Indemnity Health,Michigan,4506303,4640897
2020,Critical Illness,New York,11658461,7513250
2020,Accident Insurance,California,10205673,7497062
2024,Dental & Vision,New York,12008390,10988266
2022,Indemnity Health,New York,8034119,8028056
2024,Accident Insurance,Pennsylvania,4182552,3669516
2017,Critical Illness,Texas,11335116,9504752
2023,Critical Illness,Pennsylvania,4612962,3955442
2024,Accident Insurance,Pennsylvania,6491738,6576325
2023,Dental & Vision,New Jersey,5681097,5249542
2015,Cancer Insurance,Virginia,3440577,2026305
2022,Accident Insurance,Ohio,5486902,4969191
2016,Accident Insurance,Washington,4333338,3620372
2022,Indemnity Health,Indiana,3487790,3408078
2021,Accident Insurance,Indiana,3642445,3378259
2018,Cancer Insurance,New Jersey,4893342,3881215
2020,Dental & Vision,North Carolina,4095624,2982891
2018,Critical Illness,Texas,11826153,8154268
2021,Dental & Vision,Arizona,4609970,3977812
2018,Long-term Care,Texas,10320907,11779879
2022,Critical Illness,Washington,5979492,4868623
2015,Cancer Insurance,Washington,5907202,3458424
2024,Critical Illness,Virginia,5428786,2800418
2016,Cancer Insurance,North Carolina,4060392,3592634
2020,Accident Insurance,Pennsylvania,5471276,3561928
2021,Critical Illness,Texas,10585254,7154178
2022,Cancer Insurance,Ohio,5343735,5125237
2015,Cancer Insurance,Illinois,6306298,3782346
2021,Accident Insurance,Virginia,4078762,3319215
2018,Accident Insurance,Pennsylvania,4437589,3140477
2022,Critical Illness,Washington,5394441,4430985
2017,Dental & Vision,Virginia,4794517,3332148
2019,Indemnity Health,Indiana,3705632,3723277
2018,Accident Insurance,Washington,5407072,4257863
2019,Critical Illness,Missouri,2637407,2025161
2021,Accident Insurance,New Jersey,5655741,3892422
2018,Cancer Insurance,Wisconsin,2947480,2348617
2015,Indemnity Health,Illinois,6861366,6704292
2015,Critical Illness,Tennessee,2725216,1419210
2017,Accident Insurance,North Carolina,3474028,2888518
2015,Critical Illness,Arizona,4434617,3346515
2015,Cancer Insurance,Missouri,3042993,2534273
2015,Critical Illness,Virginia,3827250,2347402
2020,Indemnity Health,Indiana,2918491,2569758
2024,Dental & Vision,Pennsylvania,6775012,5213982
2015,Long-term Care,Ohio,5973491,5163066
2016,Dental & Vision,Illinois,4941343,4091021
2019,Cancer Insurance,Washington,5580398,3634739
2020,Critical Illness,Ohio,4659764,2666022
2016,Long-term Care,Wisconsin,3768439,4278873
2020,Indemnity Health,North Carolina,3809671,4282410
2020,Indemnity Health,Texas,10921628,8733656
2021,Dental & Vision,Michigan,3125489,2790034
2016,Cancer Insurance,Florida,7195107,6041241
2018,Accident Insurance,Massachusetts,4830795,3136743
2024,Critical Illness,Tennessee,2798839,2039480
2023,Critical Illness,Wisconsin,3711402,3032992
2015,Cancer Insurance,California,10380298,6987857
2015,Critical Illness,Florida,6828029,5137483
2022,Dental & Vision,California,11971433,11206801
2018,Dental & Vision,Tennessee,3416552,2709414
2021,Accident Insurance,California,14082695,9290630
2021,Cancer Insurance,Maryland,4225458,3742227
2016,Accident Insurance,Michigan,4182080,2807609
2016,Indemnity Health,Wisconsin,4134884,3687712
2019,Indemnity Health,Pennsylvania,5197368,4344938
2016,Cancer Insurance,Tennessee,2911223,2683039
2017,Cancer Insurance,Florida,6394381,4398773
2017,Dental & Vision,Wisconsin,4176545,3026237
2015,Indemnity Health,Georgia,3826425,2993734
2020,Long-term Care,Missouri,3640000,3760109
2021,Indemnity Health,Illinois,7478747,5965695
2021,Accident Insurance,North Carolina,5630671,3411629
2015,Critical Illness,Missouri,2524510,1582548
2023,Dental & Vision,Missouri,3840560,3137183
2022,Critical Illness,Massachusetts,5355210,4652235
2020,Cancer Insurance,Tennessee,4009564,3154702
2021,Long-term Care,Massachusetts,5704952,5826895
2023,Long-term Care,Wisconsin,2696751,3294984
2019,Indemnity Health,Maryland,4866953,5355950
2021,Indemnity Health,California,12615000,13525768
2024,Indemnity Health,Illinois,7433149,6492756
2022,Accident Insurance,New York,11620027,10915665
2015,Cancer Insurance,California,9209921,7563333
2015,Accident Insurance,Arizona,3793001,3102262
2023,Dental & Vision,California,11977952,12519532
2018,Critical Illness,Florida,7727623,5972546
2021,Accident Insurance,California,10835790,8896299
2023,Dental & Vision,California,12072083,9276268
2020,Long-term Care,Michigan,3512979,3052285
2022,Dental & Vision,Arizona,4071068,3655331
2024,Indemnity Health,Indiana,3617970,3524419
2023,Critical Illness,Illinois,5364156,3097523
2016,Long-term Care,Florida,6672399,7807811
